0,-3.459946162896392e-09,0,-8.029216200500654e-09,0,-1.087149128501876e-09,0,-1.476686285026647e-10,0,-6.667434768391647e-12
0.024,7.084444741927813e-06,0.024,1.036488098271446e-05,0.024,3.461336222948547e-06,0.024,7.719609324431204e-07,0.024,1.703984440826243e-08
0.048,1.362558336838224e-05,0.048,2.023069938801517e-05,0.048,6.397588576951928e-06,0.048,1.25976390420225e-06,0.048,2.42961777105147e-08
0.07200000000000001,1.962286810238745e-05,0.07200000000000001,2.959090445373167e-05,0.07200000000000001,8.820898286850057e-06,0.07200000000000001,1.531963564625114e-06,0.07200000000000001,2.712848007331848e-08
0.096,2.507984137957204e-05,0.096,3.844708643372033e-05,0.096,1.075259455023356e-05,0.096,1.670658003828978e-06,0.096,2.833102072279934e-08
0.12,3.000095616904982e-05,0.12,4.680094457785319e-05,0.12,1.222696632301378e-05,0.12,1.740455404476973e-06,0.12,2.892303221713644e-08
0.144,3.439202215287228e-05,0.144,5.465432568457442e-05,0.144,1.329636704392077e-05,0.144,1.777582900589738e-06,0.144,2.925824301049763e-08
0.168,3.826087967223934e-05,0.168,6.200927434638541e-05,0.168,1.403232416422692e-05,0.168,1.79905934339375e-06,0.168,2.947135553853462e-08
0.192,4.161840285625808e-05,0.192,6.886810188015742e-05,0.192,1.451755557958129e-05,0.192,1.81259206836501e-06,0.192,2.962008149787518e-08
0.216,4.44799369324849e-05,0.216,7.523348198174229e-05,0.216,1.483063623483921e-05,0.216,1.821802503157371e-06,0.216,2.973190291132726e-08
0.24,4.686720645172504e-05,0.24,8.11085843265156e-05,0.24,1.503344386645302e-05,0.24,1.828500692381412e-06,0.24,2.982110604514453e-08
0.264,4.881049753770695e-05,0.264,8.649726184719952e-05,0.264,1.516814418297027e-05,0.264,1.833651512984912e-06,0.264,2.989566989183846e-08
0.288,5.03504427142485e-05,0.288,9.140431324751188e-05,0.288,1.526103134983277e-05,0.288,1.837800661217421e-06,0.288,2.996032155338848e-08
0.312,5.153817851393239e-05,0.312,9.58358489710311e-05,0.312,1.532786812974818e-05,0.312,1.841273238383139e-06,0.312,3.001800226346134e-08
0.336,5.24326352447642e-05,0.336,9.979979445968455e-05,0.336,1.537805234078445e-05,0.336,1.844271853021493e-06,0.336,3.007061908660041e-08
0.36,5.309495291832815e-05,0.36,0.0001033065642565924,0.36,1.541726665523674e-05,0.36,1.846927790049032e-06,0.36,3.01194525933861e-08
0.3840000000000001,5.358195941867244e-05,0.3840000000000001,0.0001063699243157538,0.3840000000000001,1.544902980251568e-05,0.3840000000000001,1.849329040943509e-06,0.3840000000000001,3.016538938300408e-08
0.4080000000000001,5.394137934039025e-05,0.4080000000000001,0.000109008011307053,0.4080000000000001,1.547558118896095e-05,0.4080000000000001,1.851536342580447e-06,0.4080000000000001,3.020905946521602e-08
0.4320000000000001,5.421011420648429e-05,0.4320000000000001,0.0001112443785775709,0.4320000000000001,1.549838641802911e-05,0.4320000000000001,1.853592715755713e-06,0.4320000000000001,3.025092068954496e-08
0.4560000000000001,5.441505676003584e-05,0.4560000000000001,0.0001131087888493083,0.4560000000000001,1.551843080385182e-05,0.4560000000000001,1.855529335211864e-06,0.4560000000000001,3.029131273045748e-08
0.4800000000000001,5.457510066954456e-05,0.4800000000000001,0.0001146373302128682,0.4800000000000001,1.553639361953682e-05,0.4800000000000001,1.85736925350846e-06,0.4800000000000001,3.033049218968556e-08
0.5040000000000001,5.470328121295481e-05,0.5040000000000001,0.0001158714308372398,0.5040000000000001,1.555275411530469e-05,0.5040000000000001,1.859129828302279e-06,0.5040000000000001,3.036865607682332e-08
0.5280000000000001,5.480855017673648e-05,0.5280000000000001,0.0001168556326808302,0.5280000000000001,1.556785764641847e-05,0.5280000000000001,1.860824343374028e-06,0.5280000000000001,3.04059578720617e-08
0.5520000000000002,5.489708200190169e-05,0.5520000000000002,0.0001176345146268943,0.5520000000000002,1.558195792536384e-05,0.5520000000000002,1.86246311507476e-06,0.5520000000000002,3.044251873603658e-08
0.5760000000000002,5.497317796009657e-05,0.5760000000000002,0.0001182496032233107,0.5760000000000002,1.559524464180453e-05,0.5760000000000002,1.864054262827548e-06,0.5760000000000002,3.047843547532585e-08
0.6000000000000002,5.503987380604163e-05,0.6000000000000002,0.0001187371121746322,0.6000000000000002,1.560786190721867e-05,0.6000000000000002,1.865604255405939e-06,0.6000000000000002,3.051378629611946e-08
0.6240000000000002,5.509934358952192e-05,0.6240000000000002,0.0001191269099103158,0.6240000000000002,1.561992081916196e-05,0.6240000000000002,1.867118303647384e-06,0.6240000000000002,3.054863502289771e-08
0.6480000000000002,5.51531679272578e-05,0.6480000000000002,0.0001194425881691169,0.6480000000000002,1.563150817871139e-05,0.6480000000000002,1.868600648446226e-06,0.6480000000000002,3.058303423447592e-08
0.6720000000000003,5.520251333568864e-05,0.6720000000000003,0.0001197022181201244,0.6720000000000003,1.564269264263449e-05,0.6720000000000003,1.870054774100651e-06,0.6720000000000003,3.061702762506882e-08
0.6960000000000003,5.524825330797735e-05,0.6960000000000003,0.0001199193757920857,0.6960000000000003,1.565352913402413e-05,0.6960000000000003,1.871483568493299e-06,0.6960000000000003,3.065065180313155e-08
0.7200000000000003,5.529105104561395e-05,0.7200000000000003,0.000120104156054411,0.7200000000000003,1.566406205077604e-05,0.7200000000000003,1.872889444804183e-06,0.7200000000000003,3.068393767739769e-08
