/NM0/D X,/NM0/D Y
0,8.865699809621082e-13
0.024,9.513528950102832e-13
0.048,1.092511102655379e-12
0.07200000000000001,1.395825978560691e-12
0.096,2.043527737958825e-12
0.12,3.422430065439198e-12
0.144,6.352892769539876e-12
0.168,1.257293476827265e-11
0.192,2.575980214402246e-11
0.216,5.367946353508625e-11
0.24,1.126899279776763e-10
0.264,2.37113953480287e-10
0.288,4.985480297458485e-10
0.312,1.04501141617643e-09
0.336,2.178360540048246e-09
0.36,4.50149225111972e-09
0.3840000000000001,9.181636022186525e-09
0.4080000000000001,1.837818739843692e-08
0.4320000000000001,3.583806269238322e-08
0.4560000000000001,6.752096408938289e-08
0.4800000000000001,1.218895854899631e-07
0.5040000000000001,2.094081991787411e-07
0.5280000000000001,3.413107875642064e-07
0.5520000000000002,5.287479453448054e-07
0.5760000000000002,7.83483463164518e-07
0.6000000000000002,1.119723684761594e-06
0.6240000000000002,1.555583736229021e-06
0.6480000000000002,2.113331717640131e-06
0.6720000000000003,2.818521080346542e-06
0.6960000000000003,3.698450269205839e-06
0.7200000000000003,4.780335667747562e-06
0.7440000000000003,6.08950205585808e-06
0.7680000000000003,7.647840631240439e-06
0.7920000000000004,9.472710563189429e-06
0.8160000000000004,1.157635255142474e-05
0.8400000000000004,1.396576975572784e-05
0.8640000000000004,1.664294713210268e-05
0.8880000000000005,1.960524142753732e-05
0.9120000000000005,2.284577748912374e-05
0.9360000000000005,2.635371955636206e-05
0.9600000000000005,3.011433969709763e-05
0.9840000000000005,3.410888062051939e-05
1.008,3.83143141851004e-05
1.032,4.270322424391145e-05
1.056,4.724414182088283e-05
1.080000000000001,5.190262506713585e-05
1.104000000000001,5.664311932066773e-05
1.128000000000001,6.143123623224664e-05
1.152000000000001,6.623583052894083e-05
1.176000000000001,7.103034778503466e-05
1.2,7.579327859922715e-05
