/NM0/D X,/NM0/D Y
0,2.093893588013048e-12
0.024,2.096999043090229e-12
0.048,2.111385449426561e-12
0.07200000000000001,2.148491368653403e-12
0.096,2.232491762723351e-12
0.12,2.414281252216075e-12
0.144,2.800807160639513e-12
0.168,3.616561933733627e-12
0.192,5.332391929838929e-12
0.216,8.935042130031457e-12
0.24,1.649043131940817e-11
0.264,3.231846397786937e-11
0.288,6.543638686043469e-11
0.312,1.346189822801481e-10
0.336,2.788109325110698e-10
0.36,5.78340778485052e-10
0.3840000000000001,1.197481569751411e-09
0.4080000000000001,2.467817446313774e-09
0.4320000000000001,5.045566111003462e-09
0.4560000000000001,1.019175846007403e-08
0.4800000000000001,2.02281206619532e-08
0.5040000000000001,3.917904948503113e-08
0.5280000000000001,7.347215550241049e-08
0.5520000000000002,1.323352127213737e-07
0.5760000000000002,2.273883738755588e-07
0.6000000000000002,3.71344161235463e-07
0.6240000000000002,5.767896669785576e-07
0.6480000000000002,8.564220283845675e-07
0.6720000000000003,1.224708457583232e-06
0.6960000000000003,1.699482252885913e-06
0.7200000000000003,2.3022983317379e-06
0.7440000000000003,3.057476583293706e-06
0.7680000000000003,3.990326006706926e-06
0.7920000000000004,5.125071467654056e-06
0.8160000000000004,6.482899072051884e-06
0.8400000000000004,8.080432547805298e-06
0.8640000000000004,9.928831919351974e-06
0.8880000000000005,1.203356104068274e-05
0.9120000000000005,1.43947362873641e-05
0.9360000000000005,1.700788276934127e-05
0.9600000000000005,1.986490046933899e-05
0.9840000000000005,2.295506849475215e-05
1.008,2.626596684557264e-05
1.032,2.978424946190194e-05
1.056,3.349624639216569e-05
1.080000000000001,3.738840217704804e-05
1.104000000000001,4.144757317732103e-05
1.128000000000001,4.566121220847012e-05
1.152000000000001,5.001746832121997e-05
1.176000000000001,5.450522592599237e-05
1.2,5.911410272539526e-05
