/NM0/D X,/NM0/D Y
0,1.642333669109624e-12
0.024,1.649456764050046e-12
0.048,1.666974679784275e-12
0.07200000000000001,1.706131611955484e-12
0.096,1.790576190321156e-12
0.12,1.96999577821778e-12
0.144,2.34871597305617e-12
0.168,3.145654112236916e-12
0.192,4.819904220565166e-12
0.216,8.333537711397685e-12
0.24,1.570079506607801e-11
0.264,3.113355715322632e-11
0.288,6.342378791540101e-11
0.312,1.308779249309117e-10
0.336,2.714715076775e-10
0.36,5.635416439023076e-10
0.3840000000000001,1.16731284350806e-09
0.4080000000000001,2.406271970266167e-09
0.4320000000000001,4.920837600465642e-09
0.4560000000000001,9.942331070349693e-09
0.4800000000000001,1.973953560871913e-08
0.5040000000000001,3.824940669207315e-08
0.5280000000000001,7.176940421579221e-08
0.5520000000000002,1.29358502522427e-07
0.5760000000000002,2.224522735526828e-07
0.6000000000000002,3.63592805141634e-07
0.6240000000000002,5.652169639232819e-07
0.6480000000000002,8.398622113639048e-07
0.6720000000000003,1.201791321266566e-06
0.6960000000000003,1.668578718464934e-06
0.7200000000000003,2.261482508660761e-06
0.7440000000000003,3.004515900120689e-06
0.7680000000000003,3.922699616518522e-06
0.7920000000000004,5.040011069827077e-06
0.8160000000000004,6.377443044966305e-06
0.8400000000000004,7.951483153603867e-06
0.8640000000000004,9.773206418416015e-06
0.8880000000000005,1.184803034144929e-05
0.9120000000000005,1.417604815049666e-05
0.9360000000000005,1.675276950189637e-05
0.9600000000000005,1.957007289651066e-05
0.9840000000000005,2.261719874182231e-05
1.008,2.588166238840831e-05
1.032,2.935002037720414e-05
1.056,3.300846705239914e-05
1.080000000000001,3.684326796540915e-05
1.104000000000001,4.08410522212083e-05
1.128000000000001,4.498899165930712e-05
1.152000000000001,4.927489432651787e-05
1.176000000000001,5.368723612109137e-05
1.2,5.821514979385183e-05
